scrape_date,        hotel_name,       hotel_type,location,latitude,longitude,star_rating,overall_rating,reviews_count,link,property_token,neighborhood,check_in_time,check_out_time,price_per_night,price_per_night_highest,total_rate,price_display,price_highest_display,currency,before_taxes_fees,discount_percentage,taxes_fees,deal_description,is_refundable,free_wifi,breakfast_included,air_conditioning,pool,gym,parking,pet_friendly,restaurant,room_service,spa,bar,free_cancellation,airport_shuttle,eco_certified,total_amenities_count,all_amenities,images_count,hotel_chain,serpapi_link
2026-01-08 05:37:31,Adagio Premium The Palm,hotel,"Upmarket apartment hotel featuring a hip cafe, a private beach area & a rooftop pool, plus a gym.",25.108558199999997,55.1431626,,4.8,4095,https://www.adagio-city.com/gb/hotel-a609-aparthotel-adagio-premium-palm.shtml?utm_campaign=seoMaps&utm_medium=seoMaps&utm_source=googleMaps&y_source=1_MTUzNTkyODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D?goto=fiche_hotel&code_hotel=A609&merchantid=seo-maps-AE-A609&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,ChoIopfXj5CFwPPDARoNL2cvMTFtcGN2cjhyYhAB,,3:00 PM,12:00 PM,172,,,$172,,USD,$141,,,20% less than usual,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,15,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Beach access, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly, Smoke-free property",9,,
2026-01-08 05:37:31,The Dubai Mall Luxury 1B Balcony Kempinski side,vacation rental,,25.19928550720215,55.276344299316406,,4.1555557,18,https://new.rentalsunited.com/Property/2922183?sc=554691,ChoQ2-rp98XRlJPJARoNL2cvMTF3MXZxODFschAC,,3:00 PM,11:00 AM,110,,,$110,,USD,$107,,,,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,18,"Air conditioning, Balcony, Kid-friendly, Crib, Elevator, Fitness center, Heating, Hot tub, Ironing board, Kitchen, Microwave, Outdoor pool, Oven stove, Smoke-free, Cable TV, Washer, Wheelchair accessible, Free parking",9,,
2026-01-08 05:37:31,Anantara The Palm Dubai Resort,hotel,"Plush property with lagoon-style swimming pools & 4 restaurants, plus a spa & a private beach.",25.1294899,55.153170599999996,,4.7,22271,https://www.anantara.com/palm-dubai?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=DubaiThePalm&utm_content=Home&utm_campaign=Google_GMB,ChkI9pvwn4aP0s2EARoML2cvMWhjMXlrNmRyEAE,,3:00 PM,12:00 PM,359,,,$359,,USD,$290,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,17,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Conrad Dubai,hotel,"Chic rooms & suites in a luxury hotel offering a spa, a ritzy bar & 2 posh restaurants, plus a pool.",25.225660299999998,55.2840912,,4.7,22297,https://www.hilton.com/en/hotels/dxbcdci-conrad-dubai/?SEO_id=GMB-EMEA-CI-DXBCDCI,ChYIhLLv36KYk-AYGgovbS8wNDE3bWxuEAE,,3:00 PM,12:00 PM,208,,,$208,,USD,$166,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,16,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Kitchen in some rooms, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Paramount Hotel Dubai,hotel,"Airy quarters in a contemporary property offering 2 restaurants, a spa & an outdoor pool.",25.186415699999998,55.292021899999995,,4.7,15388,https://www.paramounthotelsdubai.com/dubai?utm_source=google&utm_medium=business_listing&utm_campaign=googlebusinessprofile,ChoIvdrU2KWr1YHWARoNL2cvMTFoNmdqZHc1dBAB,,3:00 PM,12:00 PM,155,,,$155,,USD,$134,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,15,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Kitchen in some rooms, Full-service laundry, Accessible, Kid-friendly",9,,
2026-01-08 05:37:31,Four Seasons Resort Dubai at Jumeirah Beach,hotel,"Beachfront luxury resort featuring 10 restaurants & bars, plus tennis, kayaking & a kids' club.",25.202314100000002,55.2402131,,4.7,9300,https://www.fourseasons.com/dubaijb/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-bal-hre-mid-seo-na&utm_content=na-na&utm_term=na,ChkIicPzivm3nq2qARoML2cvMTJobHp5dzl2EAE,,3:00 PM,12:00 PM,934,,,$934,,USD,$758,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,17,"Breakfast ($), Free Wi-Fi, Free parking, Pools, Hot tub, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly, Smoke-free property",9,,
2026-01-08 05:37:31,Grand Hyatt Dubai,hotel,"Sleek quarters in a plush hotel offering indoor & outdoor pools, plus 12 restaurants & bars.",25.2281408,55.3279029,,4.6,15999,https://www.hyatt.com/grand-hyatt/en-US/dxbgh-grand-hyatt-dubai?src=corp_lclb_google_seo_dxbgh&utm_source=google&utm_medium=organic&utm_campaign=lmr,ChYIjd6OnsPjnum9ARoJL20vMDViZnY4EAE,,3:00 PM,12:00 PM,223,,,$223,,USD,$178,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,16,"Breakfast ($), Free Wi-Fi, Free parking, Pools, Hot tub, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Kitchen in some rooms, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Luxury on the Palm with Marina view balcony,vacation rental,,25.117067337036133,55.13642883300781,,3.0,6,https://new.rentalsunited.com/Property/3293053?sc=554691,ChoQ6J-VocmexdbJARoNL2cvMTFzc2djNmdwORAC,,3:30 PM,11:00 AM,104,,,$104,,USD,$102,,,,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,17,"Air conditioning, Balcony, Crib, Elevator, Fitness center, Heating, Ironing board, Kitchen, Microwave, Outdoor pool, Oven stove, Patio, Smoke-free, Cable TV, Washer, Free parking, Free Wi-Fi",9,,
2026-01-08 05:37:31,Lotus Grand Hotel Dubai,hotel,"Unfussy rooms in an informal hotel offering a 24-hour restaurant, a spa & a rooftop outdoor pool.",25.2647613,55.3188118,,3.3,1382,http://www.lotusgrandhoteldubai.com/,ChoI-a_Oh7KD9MamARoNL2cvMTFnaDIzeDZ6cBAB,,2:00 PM,12:00 PM,47,,,$47,,USD,$39,,,39% less than usual,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,14,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Spa, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Kid-friendly",9,,
2026-01-08 05:37:31,Al Bandar Rotana - Creek,hotel,"Swanky hotel offering restaurants, a health club & an outdoor pool, plus city & Burj Khalifa views.",25.2592347,55.319132100000004,,4.8,4739,https://www.rotana.com/rotanahotelandresorts/unitedarabemirates/dubai/albandarrotana?utm_source=google&utm_medium=local&utm_campaign=hotel-albandarrotanacreek,ChkIkZ2nlJza0_4QGg0vZy8xMXI5bHQ1ODlsEAE,,2:00 PM,12:00 PM,100,,,$100,,USD,$98,,,,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,15,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Novotel Bur Dubai,hotel,"Refined hotel featuring a restaurant/bar & a fitness centre, plus a rooftop pool with a bar.",25.233328999999998,55.321045999999996,,4.7,7378,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=A3S9&merchantid=seo-maps-AE-A3S9&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,ChkIxsa32YeE3a8-Gg0vZy8xMWh5azZ6Nzl6EAE,,3:00 PM,12:00 PM,83,,,$83,,USD,$65,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,15,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Damac Hills 2 Hotel - Edge by Rotana,hotel,"Airy rooms & suites in an upmarket hotel offering a restaurant, a bar & an outdoor pool, plus a gym.",24.9835824,55.3928362,,4.7,2668,https://www.rotana.com/edge/unitedarabemirates/dubai/damachills2hotel,ChoI89LFxb_C0f3LARoNL2cvMTF0MnowZmdjMBAB,,2:00 PM,12:00 PM,56,,,$56,,USD,$48,,,,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,12,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Bar, Restaurant, Room service, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Royal Ascot Hotel,hotel,"Low-key rooms in a casual hotel with 3 restaurants, a nightclub & a sports bar, plus a rooftop pool.",25.259195899999998,55.291390899999996,,4.1,5973,https://royalascothotel-dubai.com/,ChcI9e-C1YCWydohGgsvZy8xdGRwM2o2cRAB,,2:00 PM,12:00 PM,60,,,$60,,USD,$51,,,25% less than usual,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,15,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness center, Spa, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Jumeirah Zabeel Saray,hotel,"Chic luxury lodging on a beach, offering multiple pools & posh dining options, plus a spa.",25.098554099999998,55.1235396,,4.6,9743,https://www.jumeirah.com/en/stay/dubai/jumeirah-zabeel-saray?utm_source=google&utm_medium=google%20places&utm_campaign=hotel,ChcIwo7HjZC3_4LrARoKL20vMHE0MDg2MhAB,,3:00 PM,12:00 PM,362,,,$362,,USD,$292,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,18,"Breakfast ($), Free Wi-Fi, Free parking, Pools, Hot tub, Air conditioning, Fitness center, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Four Points by Sheraton Bur Dubai,hotel,"Modern rooms & suites in a polished lodging offering 3 restaurants, a coffee shop & a pool.",25.252046099999998,55.2925528,,4.4,3554,https://www.marriott.com/en-us/hotels/dxbdf-four-points-bur-dubai/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,ChcI_ef-irGb8J5TGgsvZy8xdGQ5bl9ychAB,,3:00 PM,12:00 PM,66,,,$66,,USD,$51,,,,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,13,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, Full-service laundry, Business center, Kid-friendly, Smoke-free property",9,,
2026-01-08 05:37:31,"Charming 3-bedroom bed & breakfast with AC, WiFi in awesome Dubai",vacation rental,,25.071842193603516,55.13172149658203,,,0,,ChoQoYrgzZvkiPrDARoNL2cvMTF5cV9iM3prMBAC,,3:00 PM,2:00 PM,36,,,$36,,USD,$36,,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,7,"Air conditioning, Fitness center, Heating, Ironing board, Smoke-free, Washer, Free Wi-Fi",9,,
2026-01-08 05:37:31,InterContinental Residence Suites Dubai F.C by IHG,hotel,"Warmly furnished quarters in an upmarket hotel offering an indoor pool, dining & creek views.",25.231498199999997,55.3469559,,4.8,4288,https://www.ihg.com/intercontinental/hotels/gb/en/dubai/dxbrs/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-AE-_-DXBRS,ChoIgf-iuNKO-cypARoNL2cvMTFneTluMzE1YhAB,,3:00 PM,12:00 PM,130,,,$130,,USD,$102,,,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,16,"Breakfast ($), Free Wi-Fi, Free parking, Pools, Hot tub, Air conditioning, Pet-friendly, Fitness center, Spa, Restaurant, Room service, Kitchen, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Mercure Gold Hotel Al Mina Road Dubai,hotel,"Modern rooms & suites in a sophisticated hotel, along with 2 eateries, a bar & a rooftop pool.",25.2428904,55.275770099999995,,4.3,4733,,ChkIzq2k_vTpiYPdARoML2cvMWhjMjFqNHdjEAE,,2:00 PM,12:00 PM,58,,,$58,,USD,$55,,,38% less than usual,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,14,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Spa, Bar, Restaurant, Room service, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,DoubleTree by Hilton Dubai M Square Hotel & Residences,hotel,"Stylish accommodations, some with Gulf views, in a posh hotel offering outdoor pools & dining.",25.2506111,55.300813299999994,,4.8,10721,https://www.hilton.com/en/hotels/dxbmkdi-doubletree-dubai-m-square-hotel-and-residences/?SEO_id=GMB-EMEA-DI-DXBMKDI,ChkI3NKCzaXw6d1oGg0vZy8xMWxmcHR3MDl6EAE,,3:00 PM,12:00 PM,121,,,$121,,USD,$115,,,,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,14,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Spa, Restaurant, Room service, Kitchen in some rooms, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
2026-01-08 05:37:31,Address Beach Resort,hotel,"Refined accommodations, some with Gulf views, in a posh beach resort offering dining, a spa & pools.",25.0725843,55.1265674,,4.7,6584,https://www.addresshotels.com/en/resorts/address-beach-resort/,ChkI4NS23uue18toGg0vZy8xMWM1Ymp6XzVuEAE,,3:00 PM,12:00 PM,596,,,$596,,USD,$484,,,,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,16,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Business center",9,,
2026-01-08 05:37:31,Ramada by Wyndham Dubai Barsha Heights,hotel,"Upscale property offering contemporary rooms & suites, plus fashionable restaurants, a pool & a gym.",25.094631200000002,55.1770638,,4.4,2643,https://www.wyndhamhotels.com/en-uk/ramada/dubai-united-arab-emirates/ramada-dubai-barsha-heights/overview?CID=LC:RA::GGL:RIO:National:56245&iata=00093796,ChoI_YzsyrDQ58CzARoNL2cvMTFieGcxMDJncxAB,,3:00 PM,12:00 PM,81,,,$81,,USD,$77,,,24% less than usual,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,14,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness center, Spa, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business center, Kid-friendly",9,,
